2,0.012,0.3,16
2,0.012,0.4,16
2,0.012,0.5,16
2,0.012,0.7,16
2,0.012,0.9,16
2,0.012,1,16
2,0.013,0,16
2,0.013,0.1,16
2,0.013,0.2,16
2,0.013,0.3,16
2,0.013,0.4,16
2,0.013,0.5,16
2,0.013,0.6,16
2,0.013,0.7,16
2,0.013,0.8,16
2,0.013,0.9,16
2,0.018,0,16
2,0.018,0.1,16
2,0.018,0.2,16
2,0.018,0.3,16
2,0.018,0.4,16
2,0.018,0.5,16
2,0.018,0.6,16
2,0.018,0.7,16
2,0.018,0.8,16
2,0.018,0.9,16
2,0.018,1,16
2,0.014,0.1,16
2,0.014,0.4,16
2,0.014,0.5,16
2,0.014,0.6,16
2,0.014,0.7,16
2,0.014,0.8,16
2,0.014,0.9,16
2,0.016,0.1,16
2,0.016,0.2,16
2,0.016,0.3,16
2,0.016,0.4,16
2,0.016,0.5,16
2,0.016,0.6,16
2,0.016,0.7,16
2,0.016,0.8,16
2,0.016,0.9,16
2,0.017,0,16
2,0.017,0.1,16
2,0.017,0.2,16
2,0.017,0.3,16
2,0.017,0.6,16
2,0.017,0.7,16
2,0.017,0.8,16
2,0.017,0.9,16
2,0.017,1,16
